tanggal,wilayah,tavg,rh_avg,rr,ff_avg,tavg_imputed,rh_avg_imputed,ff_avg_imputed,rr_imputed,dum_ramadan,dum_idulfitri,dum_natal_newyr,tahun,tavg_flag,rh_avg_flag,ff_avg_flag,imputasi_flag,tavg_final,rh_avg_final,ff_avg_final,kabupaten,kode_wilayah,level_harga,komoditas,harga,harga_imputed
2025-05-09,Kabupaten Bogor,23.0,83.0,15.6,1,23.0,83.0,1,False,0,0,0,2025,False,False,False,False,23.0,83.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,50000.0,False
2025-05-10,Kabupaten Bogor,22.7,85.0,0.0,0,22.7,85.0,0,True,0,0,0,2025,False,False,False,False,22.7,85.0,0,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,50000.0,False
2025-05-11,Kabupaten Bogor,21.9,88.0,0.3,0,21.9,88.0,0,False,0,0,0,2025,False,False,False,False,21.9,88.0,0,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,50000.0,False
2025-05-12,Kabupaten Bogor,22.5,87.0,0.0,1,22.5,87.0,1,False,0,0,0,2025,False,False,False,False,22.5,87.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,50000.0,False
2025-05-13,Kabupaten Bogor,23.1,84.0,0.0,1,23.1,84.0,1,False,0,0,0,2025,False,False,False,False,23.1,84.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,50000.0,False
2025-05-14,Kabupaten Bogor,21.1,92.0,55.5,1,21.1,92.0,1,False,0,0,0,2025,False,False,False,False,21.1,92.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,41667.0,False
2025-05-15,Kabupaten Bogor,22.0,86.0,62.0,1,22.0,86.0,1,False,0,0,0,2025,False,False,False,False,22.0,86.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,41667.0,False
2025-05-16,Kabupaten Bogor,23.0,87.0,60.0,1,23.0,87.0,1,False,0,0,0,2025,False,False,False,False,23.0,87.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,41667.0,False
2025-05-17,Kabupaten Bogor,22.5,87.0,0.0,0,22.5,87.0,0,False,0,0,0,2025,False,False,False,False,22.5,87.0,0,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,41667.0,False
2025-05-18,Kabupaten Bogor,22.7,82.0,2.7,1,22.7,82.0,1,False,0,0,0,2025,False,False,False,False,22.7,82.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,41667.0,False
2025-05-19,Kabupaten Bogor,23.0,75.0,1.9,1,23.0,75.0,1,False,0,0,0,2025,False,False,False,False,23.0,75.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,41667.0,False
2025-05-20,Kabupaten Bogor,22.1,89.0,0.0,1,22.1,89.0,1,False,0,0,0,2025,False,False,False,False,22.1,89.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,40333.0,False
2025-05-21,Kabupaten Bogor,21.4,94.0,5.5,0,21.4,94.0,0,False,0,0,0,2025,False,False,False,False,21.4,94.0,0,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,40000.0,False
2025-05-22,Kabupaten Bogor,22.2,91.0,4.0,0,22.2,91.0,0,False,0,0,0,2025,False,False,False,False,22.2,91.0,0,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,41000.0,False
2025-05-23,Kabupaten Bogor,20.4,96.0,39.9,1,20.4,96.0,1,False,0,0,0,2025,False,False,False,False,20.4,96.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,40000.0,False
2025-05-24,Kabupaten Bogor,21.6,94.0,24.1,1,21.6,94.0,1,False,0,0,0,2025,False,False,False,False,21.6,94.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,41667.0,False
2025-05-25,Kabupaten Bogor,21.8,92.0,4.8,1,21.8,92.0,1,False,0,0,0,2025,False,False,False,False,21.8,92.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,47111.0,True
2025-05-26,Kabupaten Bogor,21.0,94.0,0.8,1,21.0,94.0,1,False,0,0,0,2025,False,False,False,False,21.0,94.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,53333.0,False
2025-05-27,Kabupaten Bogor,22.3,84.0,4.2,1,22.3,84.0,1,False,0,0,0,2025,False,False,False,False,22.3,84.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,53333.0,False
2025-05-28,Kabupaten Bogor,23.5,82.0,0.0,1,23.5,82.0,1,False,0,0,0,2025,False,False,False,False,23.5,82.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,53333.0,False
2025-05-29,Kabupaten Bogor,23.1,81.0,0.0,1,23.1,81.0,1,False,0,0,0,2025,False,False,False,False,23.1,81.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,53333.0,False
2025-05-30,Kabupaten Bogor,22.7,90.0,4.8,1,22.7,90.0,1,False,0,0,0,2025,False,False,False,False,22.7,90.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,53333.0,False
2025-05-31,Kabupaten Bogor,22.2,77.0,0.0,1,22.2,77.0,1,True,0,0,0,2025,False,False,False,False,22.2,77.0,1,Kabupaten Bogor,32.01,Konsumen,Cabai Rawit Merah,41667.0,False
2021-03-09,Kabupaten Cirebon,26.5,82.0,4.4,2,26.5,82.0,2,False,0,0,0,2021,False,False,False,False,26.5,82.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,140000.0,False
2021-03-10,Kabupaten Cirebon,26.8,87.0,4.0,2,26.8,87.0,2,False,0,0,0,2021,False,False,False,False,26.8,87.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,145000.0,False
2021-03-11,Kabupaten Cirebon,27.6,79.0,2.5,3,27.6,79.0,3,False,0,0,0,2021,False,False,False,False,27.6,79.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,150000.0,False
2021-03-12,Kabupaten Cirebon,26.2,89.0,0.0,2,26.2,89.0,2,False,0,0,0,2021,False,False,False,False,26.2,89.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,8000.0,False
2021-03-13,Kabupaten Cirebon,26.8,86.0,13.5,2,26.8,86.0,2,False,0,0,0,2021,False,False,False,False,26.8,86.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,140000.0,False
2021-03-14,Kabupaten Cirebon,27.2,86.0,0.0,2,27.2,86.0,2,False,0,0,0,2021,False,False,False,False,27.2,86.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,137500.0,False
2021-03-15,Kabupaten Cirebon,26.1,92.0,14.6,1,26.1,92.0,1,False,0,0,0,2021,False,False,False,False,26.1,92.0,1,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,140000.0,False
2021-03-16,Kabupaten Cirebon,26.9,86.0,1.2,2,26.9,86.0,2,False,0,0,0,2021,False,False,False,False,26.9,86.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,140000.0,False
2021-03-17,Kabupaten Cirebon,28.1,77.0,0.0,2,28.1,77.0,2,False,0,0,0,2021,False,False,False,False,28.1,77.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,150000.0,False
2021-03-18,Kabupaten Cirebon,28.2,79.0,0.0,3,28.2,79.0,3,False,0,0,0,2021,False,False,False,False,28.2,79.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,150000.0,False
2021-03-19,Kabupaten Cirebon,28.0,83.0,0.0,3,28.0,83.0,3,False,0,0,0,2021,False,False,False,False,28.0,83.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,150000.0,False
2021-03-20,Kabupaten Cirebon,26.3,90.0,14.5,2,26.3,90.0,2,False,0,0,0,2021,False,False,False,False,26.3,90.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,150000.0,False
2021-03-21,Kabupaten Cirebon,27.9,81.0,7.0,2,27.9,81.0,2,False,0,0,0,2021,False,False,False,False,27.9,81.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,150000.0,False
2021-03-22,Kabupaten Cirebon,27.0,87.0,64.4,2,27.0,87.0,2,False,0,0,0,2021,False,False,False,False,27.0,87.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,150000.0,False
2021-03-23,Kabupaten Cirebon,26.9,86.0,34.7,2,26.9,86.0,2,False,0,0,0,2021,False,False,False,False,26.9,86.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-03-24,Kabupaten Cirebon,27.4,86.0,0.2,3,27.4,86.0,3,False,0,0,0,2021,False,False,False,False,27.4,86.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-03-25,Kabupaten Cirebon,28.1,79.0,0.0,2,28.1,79.0,2,False,0,0,0,2021,False,False,False,False,28.1,79.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-03-26,Kabupaten Cirebon,27.8,82.0,0.0,3,27.8,82.0,3,False,0,0,0,2021,False,False,False,False,27.8,82.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-03-27,Kabupaten Cirebon,27.7,83.0,0.0,2,27.7,83.0,2,False,0,0,0,2021,False,False,False,False,27.7,83.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-03-28,Kabupaten Cirebon,28.5,83.0,3.0,2,28.5,83.0,2,False,0,0,0,2021,False,False,False,False,28.5,83.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-03-29,Kabupaten Cirebon,29.0,80.0,0.0,3,29.0,80.0,3,False,0,0,0,2021,False,False,False,False,29.0,80.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-03-30,Kabupaten Cirebon,27.0,89.0,14.7,2,27.0,89.0,2,False,0,0,0,2021,False,False,False,False,27.0,89.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-03-31,Kabupaten Cirebon,27.4,85.0,9.0,3,27.4,85.0,3,False,0,0,0,2021,False,False,False,False,27.4,85.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-04-01,Kabupaten Cirebon,27.2,86.0,113.2,2,27.2,86.0,2,False,0,0,0,2021,False,False,False,False,27.2,86.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-04-02,Kabupaten Cirebon,28.6,78.0,0.0,2,28.6,78.0,2,False,0,0,0,2021,False,False,False,False,28.6,78.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,123333.33333333331,True
2021-04-03,Kabupaten Cirebon,27.6,80.0,0.0,3,27.6,80.0,3,False,0,0,0,2021,False,False,False,False,27.6,80.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-04-04,Kabupaten Cirebon,28.9,78.0,0.0,2,28.9,78.0,2,False,0,0,0,2021,False,False,False,False,28.9,78.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,130000.0,False
2021-04-05,Kabupaten Cirebon,26.4,86.0,4.5,2,26.4,86.0,2,False,0,0,0,2021,False,False,False,False,26.4,86.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-06,Kabupaten Cirebon,28.5,82.0,2.0,2,28.5,82.0,2,False,0,0,0,2021,False,False,False,False,28.5,82.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-07,Kabupaten Cirebon,28.3,79.0,0.0,2,28.3,79.0,2,False,0,0,0,2021,False,False,False,False,28.3,79.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-08,Kabupaten Cirebon,29.0,74.0,0.0,4,29.0,74.0,4,False,0,0,0,2021,False,False,False,False,29.0,74.0,4,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-09,Kabupaten Cirebon,28.8,80.0,0.0,3,28.8,80.0,3,False,0,0,0,2021,False,False,False,False,28.8,80.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-10,Kabupaten Cirebon,29.1,82.0,2.5,2,29.1,82.0,2,False,1,0,0,2021,False,False,False,False,29.1,82.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-11,Kabupaten Cirebon,27.0,85.0,0.0,3,27.0,85.0,3,False,1,0,0,2021,False,False,False,False,27.0,85.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-12,Kabupaten Cirebon,27.5,82.0,36.0,2,27.5,82.0,2,False,1,0,0,2021,False,False,False,False,27.5,82.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,100000.0,False
2021-04-13,Kabupaten Cirebon,28.0,83.0,0.0,2,28.0,83.0,2,False,0,0,0,2021,False,False,False,False,28.0,83.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,100000.0,False
2021-04-14,Kabupaten Cirebon,27.9,85.0,0.5,2,27.9,85.0,2,False,0,0,0,2021,False,False,False,False,27.9,85.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,100000.0,False
2021-04-15,Kabupaten Cirebon,28.0,82.0,0.2,2,28.0,82.0,2,False,0,0,0,2021,False,False,False,False,28.0,82.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,100000.0,False
2021-04-16,Kabupaten Cirebon,27.6,82.0,44.5,3,27.6,82.0,3,False,0,0,0,2021,False,False,False,False,27.6,82.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,100000.0,False
2021-04-17,Kabupaten Cirebon,28.1,82.0,0.0,3,28.1,82.0,3,False,0,0,0,2021,False,False,False,False,28.1,82.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,100000.0,False
2021-04-18,Kabupaten Cirebon,27.9,84.0,9.2,2,27.9,84.0,2,False,0,0,0,2021,False,False,False,False,27.9,84.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,100000.0,False
2021-04-19,Kabupaten Cirebon,28.2,81.0,0.0,3,28.2,81.0,3,False,0,0,0,2021,False,False,False,False,28.2,81.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,97000.0,False
2021-04-20,Kabupaten Cirebon,28.2,80.0,1.8,3,28.2,80.0,3,False,0,0,0,2021,False,False,False,False,28.2,80.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-21,Kabupaten Cirebon,28.2,73.0,0.0,3,28.2,73.0,3,False,0,0,0,2021,False,False,False,False,28.2,73.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-22,Kabupaten Cirebon,28.6,70.0,0.0,3,28.6,70.0,3,False,0,0,0,2021,False,False,False,False,28.6,70.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-23,Kabupaten Cirebon,27.6,72.0,0.0,3,27.6,72.0,3,False,0,0,0,2021,False,False,False,False,27.6,72.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-24,Kabupaten Cirebon,28.1,72.0,0.0,3,28.1,72.0,3,False,0,0,0,2021,False,False,False,False,28.1,72.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,90000.0,False
2021-04-25,Kabupaten Cirebon,27.7,76.0,32.7,3,27.7,76.0,3,False,0,0,0,2021,False,False,False,False,27.7,76.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,88000.0,False
2021-04-26,Kabupaten Cirebon,28.3,77.0,0.0,3,28.3,77.0,3,False,0,0,0,2021,False,False,False,False,28.3,77.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,70000.0,False
2021-04-27,Kabupaten Cirebon,28.1,80.0,0.0,3,28.1,80.0,3,False,0,0,0,2021,False,False,False,False,28.1,80.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,70000.0,False
2021-04-28,Kabupaten Cirebon,28.0,82.0,0.0,3,28.0,82.0,3,False,0,0,0,2021,False,False,False,False,28.0,82.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,67000.0,False
2021-04-29,Kabupaten Cirebon,28.1,72.0,0.0,3,28.1,72.0,3,False,0,0,0,2021,False,False,False,False,28.1,72.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,67000.0,False
2021-04-30,Kabupaten Cirebon,29.0,76.0,0.0,2,29.0,76.0,2,False,0,0,0,2021,False,False,False,False,29.0,76.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,67000.0,False
2021-05-01,Kabupaten Cirebon,28.6,82.0,0.0,3,28.6,82.0,3,False,0,0,0,2021,False,False,False,False,28.6,82.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,65000.0,False
2021-05-02,Kabupaten Cirebon,29.0,77.0,2.0,4,29.0,77.0,4,False,0,0,0,2021,False,False,False,False,29.0,77.0,4,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,64000.0,False
2021-05-03,Kabupaten Cirebon,28.6,76.0,0.0,2,28.6,76.0,2,False,0,0,0,2021,False,False,False,False,28.6,76.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,60000.0,False
2021-05-04,Kabupaten Cirebon,28.5,80.0,0.0,3,28.5,80.0,3,False,0,0,0,2021,False,False,False,False,28.5,80.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,60000.0,False
2021-05-05,Kabupaten Cirebon,28.3,85.0,0.0,3,28.3,85.0,3,False,0,0,0,2021,False,False,False,False,28.3,85.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,60000.0,False
2021-05-06,Kabupaten Cirebon,27.8,80.0,0.0,2,27.8,80.0,2,False,0,1,0,2021,False,False,False,False,27.8,80.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,60000.0,False
2021-05-07,Kabupaten Cirebon,28.4,76.0,0.0,2,28.4,76.0,2,False,0,1,0,2021,False,False,False,False,28.4,76.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,58000.0,False
2021-05-08,Kabupaten Cirebon,27.9,82.0,0.0,3,27.9,82.0,3,False,0,1,0,2021,False,False,False,False,27.9,82.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,57000.0,False
2021-05-09,Kabupaten Cirebon,28.2,74.0,0.0,3,28.2,74.0,3,False,0,1,0,2021,False,False,False,False,28.2,74.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,58000.0,False
2021-05-10,Kabupaten Cirebon,28.3,72.0,0.0,4,28.3,72.0,4,False,0,1,0,2021,False,False,False,False,28.3,72.0,4,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,45000.0,False
2021-05-11,Kabupaten Cirebon,28.7,75.0,0.0,3,28.7,75.0,3,False,0,1,0,2021,False,False,False,False,28.7,75.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,45000.0,False
2021-05-12,Kabupaten Cirebon,28.2,76.0,0.0,3,28.2,76.0,3,False,0,1,0,2021,False,False,False,False,28.2,76.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,45000.0,False
2021-05-13,Kabupaten Cirebon,29.5,69.0,0.0,4,29.5,69.0,4,False,0,0,0,2021,False,False,False,False,29.5,69.0,4,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,45000.0,False
2021-05-14,Kabupaten Cirebon,29.0,70.0,0.0,3,29.0,70.0,3,False,0,0,0,2021,False,False,False,False,29.0,70.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,45000.0,False
2021-05-15,Kabupaten Cirebon,28.3,76.0,0.0,3,28.3,76.0,3,False,0,0,0,2021,False,False,False,False,28.3,76.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,45000.0,False
2021-05-16,Kabupaten Cirebon,29.2,70.0,0.0,4,29.2,70.0,4,False,0,0,0,2021,False,False,False,False,29.2,70.0,4,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,45000.0,False
2021-05-17,Kabupaten Cirebon,28.4,78.0,0.2,3,28.4,78.0,3,False,0,0,0,2021,False,False,False,False,28.4,78.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,60000.0,False
2021-05-18,Kabupaten Cirebon,28.2,78.0,3.2,2,28.2,78.0,2,False,0,0,0,2021,False,False,False,False,28.2,78.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,60000.0,False
2021-05-19,Kabupaten Cirebon,28.6,77.0,0.0,2,28.6,77.0,2,False,0,0,0,2021,False,False,False,False,28.6,77.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,58000.0,False
2021-05-20,Kabupaten Cirebon,28.0,80.0,0.0,3,28.0,80.0,3,False,0,0,0,2021,False,False,False,False,28.0,80.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,60000.0,False
2021-05-21,Kabupaten Cirebon,28.1,81.0,0.0,3,28.1,81.0,3,False,0,0,0,2021,False,False,False,False,28.1,81.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,60000.0,False
2021-05-22,Kabupaten Cirebon,28.3,76.0,0.0,3,28.3,76.0,3,False,0,0,0,2021,False,False,False,False,28.3,76.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,60000.0,False
2021-05-23,Kabupaten Cirebon,28.7,78.0,0.0,2,28.7,78.0,2,False,0,0,0,2021,False,False,False,False,28.7,78.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,60000.0,False
2021-05-24,Kabupaten Cirebon,28.6,82.0,13.5,3,28.6,82.0,3,False,0,0,0,2021,False,False,False,False,28.6,82.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-05-25,Kabupaten Cirebon,27.1,84.0,27.1,2,27.1,84.0,2,False,0,0,0,2021,False,False,False,False,27.1,84.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-05-26,Kabupaten Cirebon,28.3,82.0,0.0,3,28.3,82.0,3,False,0,0,0,2021,False,False,False,False,28.3,82.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-05-27,Kabupaten Cirebon,29.0,80.0,0.0,4,29.0,80.0,4,False,0,0,0,2021,False,False,False,False,29.0,80.0,4,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-05-28,Kabupaten Cirebon,28.7,76.0,0.0,3,28.7,76.0,3,False,0,0,0,2021,False,False,False,False,28.7,76.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-05-29,Kabupaten Cirebon,27.8,86.0,8.2,2,27.8,86.0,2,False,0,0,0,2021,False,False,False,False,27.8,86.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-05-30,Kabupaten Cirebon,27.9,86.0,0.8,3,27.9,86.0,3,False,0,0,0,2021,False,False,False,False,27.9,86.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-05-31,Kabupaten Cirebon,28.3,82.0,0.0,2,28.3,82.0,2,False,0,0,0,2021,False,False,False,False,28.3,82.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-01,Kabupaten Cirebon,28.3,80.0,14.0,2,28.3,80.0,2,False,0,0,0,2021,False,False,False,False,28.3,80.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-02,Kabupaten Cirebon,27.9,82.0,0.8,3,27.9,82.0,3,False,0,0,0,2021,False,False,False,False,27.9,82.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-03,Kabupaten Cirebon,28.1,83.0,0.0,3,28.1,83.0,3,False,0,0,0,2021,False,False,False,False,28.1,83.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-04,Kabupaten Cirebon,29.1,77.0,0.0,4,29.1,77.0,4,False,0,0,0,2021,False,False,False,False,29.1,77.0,4,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-05,Kabupaten Cirebon,28.2,76.0,0.0,3,28.2,76.0,3,False,0,0,0,2021,False,False,False,False,28.2,76.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,48000.0,False
2021-06-06,Kabupaten Cirebon,27.6,82.0,0.0,2,27.6,82.0,2,False,0,0,0,2021,False,False,False,False,27.6,82.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,47000.0,False
2021-06-07,Kabupaten Cirebon,28.5,74.0,0.0,2,28.5,74.0,2,False,0,0,0,2021,False,False,False,False,28.5,74.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-08,Kabupaten Cirebon,27.7,80.0,0.0,3,27.7,80.0,3,False,0,0,0,2021,False,False,False,False,27.7,80.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-09,Kabupaten Cirebon,27.5,81.0,0.0,3,27.5,81.0,3,False,0,0,0,2021,False,False,False,False,27.5,81.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-10,Kabupaten Cirebon,28.4,79.0,0.0,3,28.4,79.0,3,False,0,0,0,2021,False,False,False,False,28.4,79.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-11,Kabupaten Cirebon,28.8,77.0,0.0,3,28.8,77.0,3,False,0,0,0,2021,False,False,False,False,28.8,77.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-12,Kabupaten Cirebon,28.3,80.0,0.0,3,28.3,80.0,3,False,0,0,0,2021,False,False,False,False,28.3,80.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-13,Kabupaten Cirebon,28.4,81.0,1.0,4,28.4,81.0,4,False,0,0,0,2021,False,False,False,False,28.4,81.0,4,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,50000.0,False
2021-06-14,Kabupaten Cirebon,27.3,83.0,0.0,3,27.3,83.0,3,False,0,0,0,2021,False,False,False,False,27.3,83.0,3,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,40000.0,False
2021-06-15,Kabupaten Cirebon,26.3,90.0,1.5,2,26.3,90.0,2,False,0,0,0,2021,False,False,False,False,26.3,90.0,2,Kabupaten Cirebon,32.09,Konsumen,Cabai Rawit Merah,40000.0,False
