tanggal,wilayah,tavg,rh_avg,rr,ff_avg,tavg_imputed,rh_avg_imputed,ff_avg_imputed,rr_imputed,dum_ramadan,dum_idulfitri,dum_natal_newyr,tahun,tavg_flag,rh_avg_flag,ff_avg_flag,imputasi_flag,tavg_final,rh_avg_final,ff_avg_final,kabupaten,kode_wilayah,level_harga,komoditas,harga,harga_imputed
2023-10-04,Kota Bandung,25.4,68.0,0.0,1,25.4,68.0,1,False,0,0,0,2023,False,False,False,False,25.4,68.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,48000.0,False
2023-10-05,Kota Bandung,25.2,66.0,0.0,1,25.2,66.0,1,False,0,0,0,2023,False,False,False,False,25.2,66.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,48000.0,False
2023-10-06,Kota Bandung,26.1,62.0,0.0,1,26.1,62.0,1,False,0,0,0,2023,False,False,False,False,26.1,62.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,48000.0,False
2023-10-07,Kota Bandung,25.8,66.0,0.0,1,25.8,66.0,1,False,0,0,0,2023,False,False,False,False,25.8,66.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,48000.0,False
2023-10-08,Kota Bandung,26.1,65.0,0.0,1,26.1,65.0,1,False,0,0,0,2023,False,False,False,False,26.1,65.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,50000.0,False
2023-10-09,Kota Bandung,25.8,65.0,0.0,1,25.8,65.0,1,False,0,0,0,2023,False,False,False,False,25.8,65.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,50000.0,False
2023-10-10,Kota Bandung,24.5,72.0,0.0,1,24.5,72.0,1,False,0,0,0,2023,False,False,False,False,24.5,72.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,50000.0,False
2023-10-11,Kota Bandung,26.2,69.0,10.1,1,26.2,69.0,1,False,0,0,0,2023,False,False,False,False,26.2,69.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,50000.0,False
2023-10-12,Kota Bandung,25.8,64.0,0.0,1,25.8,64.0,1,False,0,0,0,2023,False,False,False,False,25.8,64.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,50000.0,False
2023-10-13,Kota Bandung,26.2,66.0,0.0,2,26.2,66.0,2,False,0,0,0,2023,False,False,False,False,26.2,66.0,2,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,50000.0,False
2023-10-14,Kota Bandung,23.7,69.0,0.0,1,23.7,69.0,1,False,0,0,0,2023,False,False,False,False,23.7,69.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,51500.0,True
2023-10-15,Kota Bandung,25.9,62.0,0.0,1,25.9,62.0,1,False,0,0,0,2023,False,False,False,False,25.9,62.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,52000.0,False
2023-10-16,Kota Bandung,26.5,63.0,0.0,1,26.5,63.0,1,False,0,0,0,2023,False,False,False,False,26.5,63.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,52000.0,False
2023-10-17,Kota Bandung,27.1,60.0,0.0,1,27.1,60.0,1,False,0,0,0,2023,False,False,False,False,27.1,60.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,55000.0,False
2023-10-18,Kota Bandung,27.0,53.0,0.0,1,27.0,53.0,1,False,0,0,0,2023,False,False,False,False,27.0,53.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,55000.0,False
2023-10-19,Kota Bandung,25.6,61.0,0.0,1,25.6,61.0,1,False,0,0,0,2023,False,False,False,False,25.6,61.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,55000.0,False
2023-10-20,Kota Bandung,25.8,65.0,0.0,1,25.8,65.0,1,False,0,0,0,2023,False,False,False,False,25.8,65.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,55000.0,False
2023-10-21,Kota Bandung,26.0,72.0,0.0,1,26.0,72.0,1,False,0,0,0,2023,False,False,False,False,26.0,72.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,55000.0,False
2023-10-22,Kota Bandung,25.1,74.0,24.4,0,25.1,74.0,0,False,0,0,0,2023,False,False,False,False,25.1,74.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,55000.0,False
2023-10-23,Kota Bandung,28.0,80.0,0.0,1,28.0,80.0,1,False,0,0,0,2023,False,False,False,False,28.0,80.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,60000.0,False
2023-10-24,Kota Bandung,24.7,79.0,11.4,1,24.7,79.0,1,False,0,0,0,2023,False,False,False,False,24.7,79.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,60000.0,False
2023-10-25,Kota Bandung,23.9,81.0,0.0,1,23.9,81.0,1,False,0,0,0,2023,False,False,False,False,23.9,81.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,68000.0,False
2023-10-26,Kota Bandung,25.9,68.0,25.3,1,25.9,68.0,1,False,0,0,0,2023,False,False,False,False,25.9,68.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,70000.0,False
2023-10-27,Kota Bandung,26.3,63.0,0.0,1,26.3,63.0,1,False,0,0,0,2023,False,False,False,False,26.3,63.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,70000.0,False
2023-10-28,Kota Bandung,26.2,60.0,0.0,2,26.2,60.0,2,False,0,0,0,2023,False,False,False,False,26.2,60.0,2,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,70000.0,False
2023-10-29,Kota Bandung,26.0,56.0,0.0,1,26.0,56.0,1,False,0,0,0,2023,False,False,False,False,26.0,56.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,70000.0,False
2023-10-30,Kota Bandung,26.4,62.0,0.0,1,26.4,62.0,1,False,0,0,0,2023,False,False,False,False,26.4,62.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,75000.0,False
2023-10-31,Kota Bandung,26.0,70.0,0.0,0,26.0,70.0,0,False,0,0,0,2023,False,False,False,False,26.0,70.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,85000.0,False
2023-11-01,Kota Bandung,26.4,68.0,0.0,1,26.4,68.0,1,False,0,0,0,2023,False,False,False,False,26.4,68.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,85000.0,False
2023-11-02,Kota Bandung,25.4,75.0,0.0,1,25.4,75.0,1,False,0,0,0,2023,False,False,False,False,25.4,75.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,85000.0,False
2023-11-03,Kota Bandung,25.0,78.0,9.9,1,25.0,78.0,1,False,0,0,0,2023,False,False,False,False,25.0,78.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-04,Kota Bandung,25.9,74.0,4.3,0,25.9,74.0,0,False,0,0,0,2023,False,False,False,False,25.9,74.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-05,Kota Bandung,24.5,82.0,1.0,0,24.5,82.0,0,False,0,0,0,2023,False,False,False,False,24.5,82.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-06,Kota Bandung,25.9,73.0,1.9,1,25.9,73.0,1,False,0,0,0,2023,False,False,False,False,25.9,73.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-11-07,Kota Bandung,26.5,72.0,0.0,1,26.5,72.0,1,False,0,0,0,2023,False,False,False,False,26.5,72.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,97500.0,True
2023-11-08,Kota Bandung,26.9,71.0,0.0,0,26.9,71.0,0,False,0,0,0,2023,False,False,False,False,26.9,71.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-11-09,Kota Bandung,26.6,71.0,0.0,1,26.6,71.0,1,False,0,0,0,2023,False,False,False,False,26.6,71.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-11-10,Kota Bandung,26.0,72.0,0.0,1,26.0,72.0,1,False,0,0,0,2023,False,False,False,False,26.0,72.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,105000.0,False
2023-11-11,Kota Bandung,24.2,85.0,0.0,1,24.2,85.0,1,False,0,0,0,2023,False,False,False,False,24.2,85.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,True
2023-11-12,Kota Bandung,23.6,85.0,63.3,0,23.6,85.0,0,False,0,0,0,2023,False,False,False,False,23.6,85.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-11-13,Kota Bandung,25.4,77.0,19.6,1,25.4,77.0,1,False,0,0,0,2023,False,False,False,False,25.4,77.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-11-14,Kota Bandung,25.1,80.0,2.7,1,25.1,80.0,1,False,0,0,0,2023,False,False,False,False,25.1,80.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,95000.0,False
2023-11-15,Kota Bandung,23.6,82.0,6.6,0,23.6,82.0,0,False,0,0,0,2023,False,False,False,False,23.6,82.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-16,Kota Bandung,24.5,78.0,0.0,1,24.5,78.0,1,False,0,0,0,2023,False,False,False,False,24.5,78.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-17,Kota Bandung,24.9,82.0,0.5,1,24.9,82.0,1,False,0,0,0,2023,False,False,False,False,24.9,82.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-18,Kota Bandung,25.1,77.0,10.3,0,25.1,77.0,0,False,0,0,0,2023,False,False,False,False,25.1,77.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-19,Kota Bandung,26.0,65.0,2.0,0,26.0,65.0,0,False,0,0,0,2023,False,False,False,False,26.0,65.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-20,Kota Bandung,26.1,71.0,0.0,0,26.1,71.0,0,False,0,0,0,2023,False,False,False,False,26.1,71.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-21,Kota Bandung,25.5,77.0,4.2,0,25.5,77.0,0,False,0,0,0,2023,False,False,False,False,25.5,77.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-22,Kota Bandung,26.2,73.0,4.5,1,26.2,73.0,1,False,0,0,0,2023,False,False,False,False,26.2,73.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-23,Kota Bandung,24.8,78.0,0.0,1,24.8,78.0,1,False,0,0,0,2023,False,False,False,False,24.8,78.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-24,Kota Bandung,24.6,81.0,0.2,0,24.6,81.0,0,False,0,0,0,2023,False,False,False,False,24.6,81.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-25,Kota Bandung,22.9,85.0,5.5,0,22.9,85.0,0,False,0,0,0,2023,False,False,False,False,22.9,85.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-11-26,Kota Bandung,23.7,80.0,7.2,0,23.7,80.0,0,False,0,0,0,2023,False,False,False,False,23.7,80.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-11-27,Kota Bandung,23.5,85.0,54.3,0,23.5,85.0,0,False,0,0,0,2023,False,False,False,False,23.5,85.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-11-28,Kota Bandung,22.6,90.0,7.7,0,22.6,90.0,0,False,0,0,0,2023,False,False,False,False,22.6,90.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-11-29,Kota Bandung,25.1,78.0,33.6,1,25.1,78.0,1,False,0,0,0,2023,False,False,False,False,25.1,78.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-11-30,Kota Bandung,24.3,84.0,0.0,0,24.3,84.0,0,False,0,0,0,2023,False,False,False,False,24.3,84.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-01,Kota Bandung,22.3,88.0,31.0,0,22.3,88.0,0,False,0,0,0,2023,False,False,False,False,22.3,88.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,95000.0,False
2023-12-02,Kota Bandung,24.6,80.0,19.5,1,24.6,80.0,1,False,0,0,0,2023,False,False,False,False,24.6,80.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,95000.0,False
2023-12-03,Kota Bandung,23.5,85.0,0.8,0,23.5,85.0,0,False,0,0,0,2023,False,False,False,False,23.5,85.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,95000.0,False
2023-12-04,Kota Bandung,22.0,90.0,8.0,0,22.0,90.0,0,False,0,0,0,2023,False,False,False,False,22.0,90.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,95000.0,False
2023-12-05,Kota Bandung,23.4,84.0,5.7,1,23.4,84.0,1,False,0,0,0,2023,False,False,False,False,23.4,84.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-06,Kota Bandung,24.3,83.0,44.4,0,24.3,83.0,0,False,0,0,0,2023,False,False,False,False,24.3,83.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-07,Kota Bandung,26.1,76.0,8.4,0,26.1,76.0,0,False,0,0,0,2023,False,False,False,False,26.1,76.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-08,Kota Bandung,24.9,82.0,12.3,0,24.9,82.0,0,False,0,0,0,2023,False,False,False,False,24.9,82.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,True
2023-12-09,Kota Bandung,24.0,84.0,0.3,0,24.0,84.0,0,False,0,0,0,2023,False,False,False,False,24.0,84.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-10,Kota Bandung,24.0,82.0,2.0,0,24.0,82.0,0,False,0,0,0,2023,False,False,False,False,24.0,82.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-11,Kota Bandung,25.4,78.0,4.0,1,25.4,78.0,1,False,0,0,0,2023,False,False,False,False,25.4,78.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-12,Kota Bandung,25.5,71.0,8.8,0,25.5,71.0,0,False,0,0,0,2023,False,False,False,False,25.5,71.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-12-13,Kota Bandung,26.3,69.0,0.0,1,26.3,69.0,1,False,0,0,0,2023,False,False,False,False,26.3,69.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-14,Kota Bandung,26.1,70.0,0.3,1,26.1,70.0,1,False,0,0,0,2023,False,False,False,False,26.1,70.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-15,Kota Bandung,26.9,65.0,5.7,1,26.9,65.0,1,False,0,0,0,2023,False,False,False,False,26.9,65.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-16,Kota Bandung,26.8,69.0,0.0,1,26.8,69.0,1,False,0,0,0,2023,False,False,False,False,26.8,69.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-17,Kota Bandung,26.6,71.0,0.0,1,26.6,71.0,1,False,0,0,0,2023,False,False,False,False,26.6,71.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-18,Kota Bandung,25.8,74.0,2.2,1,25.8,74.0,1,False,0,0,0,2023,False,False,False,False,25.8,74.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,100000.0,False
2023-12-19,Kota Bandung,26.0,62.0,9.9,0,26.0,62.0,0,False,0,0,0,2023,False,False,False,False,26.0,62.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,80000.0,False
2023-12-20,Kota Bandung,25.6,57.0,0.0,1,25.6,57.0,1,False,0,0,0,2023,False,False,False,False,25.6,57.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,80000.0,False
2023-12-21,Kota Bandung,26.1,60.0,0.0,1,26.1,60.0,1,False,0,0,0,2023,False,False,False,False,26.1,60.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,75000.0,False
2023-12-22,Kota Bandung,26.0,67.0,0.0,0,26.0,67.0,0,False,0,0,0,2023,False,False,False,False,26.0,67.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,75000.0,False
2023-12-23,Kota Bandung,25.6,76.0,0.0,0,25.6,76.0,0,False,0,0,0,2023,False,False,False,False,25.6,76.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,75000.0,False
2023-12-24,Kota Bandung,25.2,77.0,2.0,1,25.2,77.0,1,False,0,0,1,2023,False,False,False,False,25.2,77.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,75000.0,False
2023-12-25,Kota Bandung,23.0,88.0,57.7,0,23.0,88.0,0,False,0,0,1,2023,False,False,False,False,23.0,88.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,75000.0,False
2023-12-26,Kota Bandung,24.3,82.0,85.0,1,24.3,82.0,1,False,0,0,1,2023,False,False,False,False,24.3,82.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,75009.0,False
2023-12-27,Kota Bandung,24.3,82.0,0.0,0,24.3,82.0,0,False,0,0,0,2023,False,False,False,False,24.3,82.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,85000.0,False
2023-12-28,Kota Bandung,24.9,79.0,1.7,0,24.9,79.0,0,False,0,0,0,2023,False,False,False,False,24.9,79.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-12-29,Kota Bandung,24.9,83.0,0.7,1,24.9,83.0,1,False,0,0,0,2023,False,False,False,False,24.9,83.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2023-12-30,Kota Bandung,24.0,88.0,53.0,0,24.0,88.0,0,False,0,0,0,2023,False,False,False,False,24.0,88.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,85000.0,False
2023-12-31,Kota Bandung,23.8,86.0,3.0,0,23.8,86.0,0,False,0,0,1,2023,False,False,False,False,23.8,86.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2024-01-01,Kota Bandung,25.3,81.0,37.1,0,25.3,81.0,0,False,0,0,1,2024,False,False,False,False,25.3,81.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,90000.0,False
2024-01-02,Kota Bandung,25.6,82.0,3.8,0,25.6,82.0,0,False,0,0,0,2024,False,False,False,False,25.6,82.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,80000.0,False
2024-01-03,Kota Bandung,24.9,83.0,6.4,1,24.9,83.0,1,False,0,0,0,2024,False,False,False,False,24.9,83.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,80000.0,False
2024-01-04,Kota Bandung,22.5,91.0,1.6,0,22.5,91.0,0,False,0,0,0,2024,False,False,False,False,22.5,91.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,80000.0,False
2024-01-05,Kota Bandung,23.9,82.0,32.5,0,23.9,82.0,0,False,0,0,0,2024,False,False,False,False,23.9,82.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,80000.0,False
2024-01-06,Kota Bandung,23.4,87.0,22.5,0,23.4,87.0,0,False,0,0,0,2024,False,False,False,False,23.4,87.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,80000.0,False
2024-01-07,Kota Bandung,22.8,90.0,9.3,0,22.8,90.0,0,False,0,0,0,2024,False,False,False,False,22.8,90.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,80000.0,False
2024-01-08,Kota Bandung,23.8,85.0,37.2,0,23.8,85.0,0,False,0,0,0,2024,False,False,False,False,23.8,85.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,80000.0,False
2024-01-09,Kota Bandung,23.5,86.0,2.8,0,23.5,86.0,0,False,0,0,0,2024,False,False,False,False,23.5,86.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,80000.0,False
2024-01-10,Kota Bandung,23.6,88.0,14.3,0,23.6,88.0,0,False,0,0,0,2024,False,False,False,False,23.6,88.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,80000.0,False
2024-01-11,Kota Bandung,22.9,91.0,61.7,0,22.9,91.0,0,False,0,0,0,2024,False,False,False,False,22.9,91.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,75000.0,False
2024-01-12,Kota Bandung,24.5,76.0,49.3,0,24.5,76.0,0,False,0,0,0,2024,False,False,False,False,24.5,76.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,75000.0,False
2024-01-13,Kota Bandung,24.7,76.0,0.0,0,24.7,76.0,0,False,0,0,0,2024,False,False,False,False,24.7,76.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,73333.33333333333,True
2024-01-14,Kota Bandung,25.6,74.0,0.0,1,25.6,74.0,1,False,0,0,0,2024,False,False,False,False,25.6,74.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,65000.0,False
2024-01-15,Kota Bandung,25.4,75.0,0.0,0,25.4,75.0,0,False,0,0,0,2024,False,False,False,False,25.4,75.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,70000.0,False
2024-01-16,Kota Bandung,25.9,70.0,0.0,1,25.9,70.0,1,False,0,0,0,2024,False,False,False,False,25.9,70.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,75000.0,False
2024-01-17,Kota Bandung,24.9,76.0,0.0,2,24.9,76.0,2,False,0,0,0,2024,False,False,False,False,24.9,76.0,2,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,75000.0,False
2024-01-18,Kota Bandung,24.0,79.0,1.9,1,24.0,79.0,1,False,0,0,0,2024,False,False,False,False,24.0,79.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,67500.0,False
2024-01-19,Kota Bandung,22.7,82.0,15.0,1,22.7,82.0,1,False,0,0,0,2024,False,False,False,False,22.7,82.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,67500.0,False
2024-01-20,Kota Bandung,24.5,71.0,5.3,1,24.5,71.0,1,False,0,0,0,2024,False,False,False,False,24.5,71.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,67500.0,False
2024-01-21,Kota Bandung,24.7,75.0,0.3,1,24.7,75.0,1,False,0,0,0,2024,False,False,False,False,24.7,75.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,66000.0,False
2024-01-22,Kota Bandung,24.4,75.0,11.6,2,24.4,75.0,2,False,0,0,0,2024,False,False,False,False,24.4,75.0,2,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,65000.0,False
2024-01-23,Kota Bandung,24.5,77.0,2.5,0,24.5,77.0,0,False,0,0,0,2024,False,False,False,False,24.5,77.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,65000.0,False
2024-01-24,Kota Bandung,24.2,77.0,5.1,1,24.2,77.0,1,False,0,0,0,2024,False,False,False,False,24.2,77.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,62500.0,False
2024-01-25,Kota Bandung,26.0,70.0,4.5,1,26.0,70.0,1,False,0,0,0,2024,False,False,False,False,26.0,70.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,62500.0,False
2024-01-26,Kota Bandung,25.4,74.0,0.3,1,25.4,74.0,1,False,0,0,0,2024,False,False,False,False,25.4,74.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,60000.0,False
2024-01-27,Kota Bandung,25.3,75.0,0.6,1,25.3,75.0,1,False,0,0,0,2024,False,False,False,False,25.3,75.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,70000.0,False
2024-01-28,Kota Bandung,25.4,74.0,0.0,2,25.4,74.0,2,False,0,0,0,2024,False,False,False,False,25.4,74.0,2,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,57500.0,False
2024-01-29,Kota Bandung,24.7,78.0,0.0,1,24.7,78.0,1,False,0,0,0,2024,False,False,False,False,24.7,78.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,57500.0,False
2024-01-30,Kota Bandung,24.8,80.0,0.3,2,24.8,80.0,2,False,0,0,0,2024,False,False,False,False,24.8,80.0,2,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,57500.0,False
2024-01-31,Kota Bandung,23.5,85.0,2.6,1,23.5,85.0,1,False,0,0,0,2024,False,False,False,False,23.5,85.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,57500.0,False
2024-02-01,Kota Bandung,24.2,81.0,10.8,1,24.2,81.0,1,False,0,0,0,2024,False,False,False,False,24.2,81.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,57500.0,False
2024-02-02,Kota Bandung,24.7,80.0,5.6,1,24.7,80.0,1,False,0,0,0,2024,False,False,False,False,24.7,80.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,52500.0,False
2024-02-03,Kota Bandung,24.0,80.0,17.4,1,24.0,80.0,1,False,0,0,0,2024,False,False,False,False,24.0,80.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,57500.0,False
2024-02-04,Kota Bandung,24.4,76.0,0.0,1,24.4,76.0,1,False,0,0,0,2024,False,False,False,False,24.4,76.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,57500.0,False
2024-02-05,Kota Bandung,24.4,79.0,0.2,1,24.4,79.0,1,False,0,0,0,2024,False,False,False,False,24.4,79.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,57500.0,False
2024-02-06,Kota Bandung,23.5,78.0,3.6,1,23.5,78.0,1,False,0,0,0,2024,False,False,False,False,23.5,78.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,55000.0,False
2024-02-07,Kota Bandung,23.6,78.0,0.8,1,23.6,78.0,1,False,0,0,0,2024,False,False,False,False,23.6,78.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,55000.0,False
2024-02-08,Kota Bandung,25.7,72.0,0.5,1,25.7,72.0,1,False,0,0,0,2024,False,False,False,False,25.7,72.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,52500.0,False
2024-02-09,Kota Bandung,25.9,74.0,0.0,0,25.9,74.0,0,False,0,0,0,2024,False,False,False,False,25.9,74.0,0,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,50000.0,False
2024-02-10,Kota Bandung,24.3,82.0,0.0,1,24.3,82.0,1,True,0,0,0,2024,False,False,False,False,24.3,82.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,52500.0,False
2024-02-11,Kota Bandung,24.7,79.0,9.0,1,24.7,79.0,1,False,0,0,0,2024,False,False,False,False,24.7,79.0,1,Kota Bandung,32.73,Konsumen,Cabai Rawit Merah,57500.0,False
